Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
XHYT,"BondBloxx USD High Yield Bond Telecom, Media & Technology Sector ETF",Bond,"$29,796,300",3.54%,"9,050",$33.02,-0.63%,No,False,-0.24%,1.02%,5.79%,N/A,N/A,"$26,939,555.00",$0.00,$0.00,"$26,939,555.00","$26,939,555.00","$26,939,555.00",High Yield Bonds,2022-02-15,0.35%,N/A,$2.52,2023-11-01,$0.26,7.61%,0.00,0.58,309,13.02%,40%,20%,1099,$32.04,$33.46,$33.02,$33.02,52.79,C+,A-,N/A,N/A,N/A,N/A,5.21,31.65%,26.30%,33.12,0.61%,1.21%
BKUI,BNY Mellon Ultra Short Income ETF,Bond,"$29,475,700",4.31%,"3,038",$49.12,-0.02%,No,False,0.12%,0.56%,5.22%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2021-08-09,0.12%,N/A,$2.10,2023-11-01,$0.21,4.27%,0.00,0.02,76,37.27%,40%,20%,1099,$48.83,$49.17,$49.12,$49.12,84.15,C+,A-,N/A,A,C,N/A,7.43,97.98%,85.93%,9.81,0.00%,1.84%
SCRD,Janus Henderson Sustainable Corporate Bond ETF,Bond,"$29,415,000",0.14%,226,$38.94,-0.61%,No,False,0.69%,2.05%,3.89%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Corporate Bonds,2021-09-08,0.35%,N/A,$1.58,2023-11-01,$0.15,4.04%,0.00,0.37,166,29.53%,40%,20%,1099,$37.45,$39.23,$38.94,$38.94,54.65,C,C+,N/A,B-,A-,N/A,6.82,86.32%,64.06%,123.84,4.10%,5.76%
MTGP,WisdomTree Mortgage Plus Bond Fund,Bond,"$29,264,300",-2.35%,"4,527",$41.50,-0.81%,No,False,0.12%,0.96%,0.77%,-4.92%,N/A,"$4,100,580.00",$0.00,$0.00,"$4,100,580.00","$4,100,580.00","$4,100,580.00",Mortgage Backed Securities,2019-11-14,0.45%,N/A,$1.47,2023-10-25,$0.10,3.54%,0.00,0.14,123,43.67%,40%,20%,1099,$40.20,$41.96,$41.40,$41.71,50.94,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IMSI,Invesco Municipal Strategic Income ETF,Bond,"$29,200,800",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,National Munis,2022-12-09,0.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,24.58%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XTRE,BondBloxx Bloomberg Three Year Target Duration US Treasury ETF,Bond,"$29,053,900",1.44%,"1,539",$48.28,-0.33%,No,False,0.03%,0.62%,2.71%,N/A,N/A,"$8,902,606.00",$0.00,"$962,402.00","$8,902,606.00","$28,800,693.00","$28,800,693.00",Government Bonds,2022-09-13,0.05%,N/A,$1.95,2023-11-01,$0.16,4.03%,0.00,-0.42,58,32.27%,40%,20%,1099,$47.73,$48.52,$48.27,$48.32,54.54,C,A-,N/A,B+,N/A,N/A,5.72,12.31%,33.99%,0.0,0.00%,0.00%
HYSA,Highland/iBoxx Senior Loan ETF,Bond,"$29,028,400",N/A,N/A,$14.32,-0.90%,No,False,0.28%,1.59%,N/A,N/A,N/A,"-$1,268,145.00",$0.00,"-$1,268,145.00","-$1,268,145.00","-$1,272,023.38","-$1,272,023.38",High Yield Bonds,2023-09-18,0.55%,N/A,$0.19,2023-11-01,$0.10,1.34%,N/A,N/A,8,100.02%,40%,20%,1099,$13.75,$14.50,$14.29,$14.39,52.42,N/A,B+,N/A,N/A,N/A,N/A,5.35,10.27%,28.33%,309.39,7.05%,3.13%
FXED,Sound Enhanced Fixed Income ETF,Bond,"$28,498,800",6.82%,"4,526",$17.33,-0.29%,No,False,1.05%,3.82%,9.49%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$513,347.50","$513,347.50",Total Bond Market,2020-12-30,2.12%,N/A,$0.97,2023-10-26,$0.04,5.61%,N/A,N/A,53,28.57%,40%,20%,1099,$16.13,$17.55,N/A,N/A,59.39,B,C,B,A-,A,N/A,5.55,18.75%,30.88%,235.3,4.51%,0.78%
LQDB,iShares BBB Rated Corporate Bond ETF,Bond,"$28,443,800",1.40%,"1,309",$80.79,-0.77%,No,False,0.20%,1.72%,5.92%,N/A,N/A,"$4,042,400.00","$4,042,400.00","$4,042,400.00","$4,042,400.00","$4,042,400.00","$4,042,400.00",Corporate Bonds,2021-05-18,0.15%,N/A,$3.92,2023-11-01,$0.29,4.82%,0.00,0.41,1000,7.22%,40%,20%,1099,$78.02,$81.50,$80.79,$80.79,53.41,C,B,N/A,B-,A,N/A,6.49,48.77%,51.42%,231.21,10.37%,4.41%
TBX,ProShares Short 7-10 Year Treasury,Bond,"$27,434,000",9.17%,"74,426",$30.81,1.18%,Yes,-1x,-0.03%,-0.65%,7.59%,9.58%,1.46%,"-$8,697,430.00","-$6,910,130.00","-$14,844,315.00","-$8,697,430.00","$396,695.00","$396,695.00",Inverse Bonds,2011-04-04,0.95%,N/A,$0.55,2023-09-20,$0.12,1.81%,0.00,-0.06,1,100.00%,40%,20%,1099,$30.41,$31.64,$30.55,$30.94,51.83,A-,C,B+,A,N/A,A-,0.0,N/A,N/A,N/A,N/A,N/A
TYO,Direxion Daily 7-10 Year Treasury Bear 3x Shares,Bond,"$27,216,000",19.45%,"53,579",$15.58,3.18%,Yes,-3x,-0.38%,-3.11%,12.22%,26.22%,0.76%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Bonds,2009-04-16,1.07%,N/A,$0.41,2023-09-19,$0.13,2.69%,0.00,-0.15,1,100.00%,40%,20%,1099,$15.02,$16.96,$15.31,$15.72,50.44,B+,B-,B+,B+,A,C+,5.22,0.00%,26.47%,1.6,0.00%,0.00%
XFIX,F/m Opportunistic Income ETF,N/A,"$26,989,500",N/A,N/A,$48.95,-0.47%,No,False,0.14%,1.18%,N/A,N/A,N/A,"$27,317,468.00",$0.00,"$3,369,590.00","$27,317,468.00","$27,317,468.00","$27,317,468.00",N/A,2023-09-06,0.39%,N/A,$0.40,2023-11-01,$0.40,0.81%,N/A,N/A,23,50.19%,40%,20%,1099,$47.58,$49.31,$48.94,$48.97,51.94,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RFCI,RiverFront Dynamic Core Income ETF,Bond,"$26,975,000",-0.23%,"4,961",$21.43,-0.74%,No,False,-0.08%,1.53%,2.14%,-2.88%,1.30%,"-$2,142,000.00",$0.00,$0.00,"-$2,142,000.00","-$2,142,000.00","-$2,142,000.00",Total Bond Market,2016-06-12,0.53%,N/A,$0.75,2023-10-26,$0.08,3.50%,0.00,0.11,44,46.33%,40%,20%,1099,$20.82,$21.63,$21.42,$21.44,52.77,B-,C+,B-,B,B,N/A,6.1,49.77%,41.53%,422.07,7.38%,0.64%
FHYS,Federated Hermes Short Duration High Yield ETF,Bond,"$26,757,500",7.25%,"1,170",$22.34,-0.49%,No,False,-0.11%,1.18%,9.29%,N/A,N/A,"-$883,600.00",$0.00,$0.00,"-$883,600.00","$31,040,589.51","$31,040,589.51",High Yield Bonds,2021-12-16,0.51%,N/A,$1.54,2023-10-27,$0.13,6.87%,0.00,0.31,158,17.41%,40%,20%,1099,$21.86,$22.51,$22.34,$22.34,58.66,C+,C+,N/A,B,N/A,N/A,5.53,74.08%,30.57%,217.41,4.84%,2.27%
FCSH,Federated Hermes Short Duration Corporate ETF,Bond,"$26,374,300",2.11%,417,$23.28,-0.26%,No,False,0.02%,0.68%,3.98%,N/A,N/A,$0.00,$0.00,$0.00,"$1,159,000.00","$28,068,641.36","$28,068,641.36",Corporate Bonds,2021-12-16,0.30%,N/A,$0.50,2023-10-27,$0.04,2.14%,0.00,0.14,122,22.43%,40%,20%,1099,$23.01,$23.38,$23.28,$23.28,55.68,C,C+,N/A,A-,N/A,N/A,6.41,82.84%,48.96%,211.81,12.38%,3.68%
FEIG,FlexShares ESG & Climate Investment Grade Corporate Core Index Fund ETF,Bond,"$25,350,700",0.43%,"6,621",$38.79,-0.79%,No,False,0.15%,1.77%,4.99%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Corporate Bonds,2021-09-20,0.12%,N/A,$1.65,2023-11-01,$0.14,4.24%,0.00,0.41,1000,10.72%,40%,20%,1099,$37.33,$39.13,$38.79,$38.79,53.45,C+,B+,N/A,C+,A-,N/A,7.08,95.79%,74.39%,148.29,3.32%,4.18%
XTWY,BondBloxx Bloomberg Twenty Year Target Duration US Treasury ETF,Bond,"$25,148,600",-11.71%,"5,688",$38.86,-2.66%,No,False,0.71%,4.39%,-5.76%,N/A,N/A,"$9,213,459.00",$0.00,$0.00,"$9,213,459.00","$30,155,106.00","$30,155,106.00",Government Bonds,2022-09-13,0.13%,N/A,$1.73,2023-11-01,$0.15,4.32%,0.00,-1.36,39,51.29%,40%,20%,1099,$35.61,$39.69,$38.75,$38.92,50.51,C+,B-,N/A,C,N/A,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
JHCB,John Hancock Corporate Bond ETF,Bond,"$25,053,600",0.49%,"3,514",$19.95,-0.75%,No,False,0.32%,1.89%,5.18%,N/A,N/A,"$970,335.00",$0.00,"$970,335.00","$970,335.00","$970,335.00","$970,335.00",Corporate Bonds,2021-03-30,0.29%,N/A,$0.90,2023-10-26,$0.08,4.48%,0.00,0.40,81,22.26%,40%,20%,1099,$19.20,$20.13,$19.92,$20.02,53.56,C,C+,N/A,B-,A,N/A,6.22,22.46%,44.25%,314.31,8.56%,1.44%
PSDM,PGIM Short Duration Multi-Sector Bond ETF,N/A,"$24,987,000",N/A,0,$49.92,-0.16%,No,False,0.08%,0.72%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-07-19,0.40%,N/A,$0.75,2023-11-01,$0.24,1.50%,N/A,N/A,174,34.94%,40%,20%,1099,$49.36,$50.07,$49.92,$49.92,61.35,C,A-,N/A,N/A,N/A,N/A,5.7,8.21%,33.11%,337.08,3.98%,0.48%
TSEC,Touchstone Securitized Income ETF,N/A,"$23,856,400",N/A,0,$25.12,-0.32%,No,False,0.14%,0.60%,N/A,N/A,N/A,"-$75,327,025.10",$0.00,"$1,248,550.00","-$75,327,025.10","-$75,327,025.10","-$75,327,025.10",N/A,2023-07-17,0.39%,N/A,$0.43,2023-10-30,$0.09,1.70%,N/A,N/A,62,31.17%,40%,20%,1099,$24.90,$25.19,$25.12,$25.12,56.95,C,A-,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QCON,American Century Quality Convertible Securities ETF,Bond,"$23,383,900",0.91%,"1,315",$38.71,-0.72%,No,False,0.01%,-0.97%,1.90%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Preferred Stock/Convertible Bonds,2021-02-16,0.32%,N/A,$1.12,2023-11-01,$0.07,2.90%,0.00,0.57,127,21.87%,40%,20%,1099,$37.90,$39.57,$38.62,$38.89,44.79,C,A,N/A,C+,C+,N/A,5.86,0.00%,36.31%,193.1,7.70%,9.92%
PST,ProShares UltraShort 7-10 Year Treasury,Bond,"$23,300,900",15.11%,"71,992",$25.05,2.04%,Yes,-2x,-0.16%,-1.76%,11.02%,18.55%,1.93%,"-$7,421,240.00","-$2,498,910.00","-$6,184,670.00","-$7,421,240.00","-$6,618,875.00","-$6,618,875.00",Inverse Bonds,2008-05-01,0.95%,N/A,$0.53,2023-09-20,$0.21,2.17%,0.00,-0.10,1,100.00%,40%,20%,1099,$24.43,$26.48,$24.76,$25.22,50.95,A,C+,B+,A,C,A-,0.0,N/A,N/A,N/A,N/A,N/A
XHYC,BondBloxx USD High Yield Bond Consumer Cyclicals Sector ETF,Bond,"$23,042,200",8.72%,"2,258",$35.37,-0.62%,No,False,0.03%,1.90%,12.30%,N/A,N/A,"$19,564,885.00",$0.00,$0.00,"$19,564,885.00","$17,921,535.00","$17,921,535.00",High Yield Bonds,2022-02-15,0.35%,N/A,$2.41,2023-11-01,$0.22,6.81%,0.00,0.56,292,12.26%,40%,20%,1099,$33.93,$35.80,$35.37,$35.37,57.12,C+,A-,N/A,N/A,N/A,N/A,4.84,5.28%,21.07%,235.83,26.71%,0.80%
MMSB,IQ MacKay Multi-Sector Income ETF,Bond,"$22,862,000",-0.05%,232,$22.75,-0.52%,No,False,0.58%,1.38%,4.30%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2022-07-26,0.40%,N/A,$1.15,2023-11-01,$0.10,5.01%,0.00,0.37,1000,43.50%,40%,20%,1099,$22.07,$22.91,$22.75,$22.75,52.88,C,B-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
INMU,BlackRock Intermediate Muni Income Bond ETF,Bond,"$22,840,000",0.99%,"6,836",$22.67,-0.22%,No,False,0.98%,1.53%,2.84%,N/A,N/A,"-$2,271,050.00","-$2,271,050.00","-$2,271,050.00","-$2,271,050.00","-$2,271,050.00","-$2,271,050.00",National Munis,2021-03-16,0.30%,N/A,$0.79,2023-11-01,$0.07,3.46%,0.00,0.19,81,31.20%,40%,20%,1099,$22.12,$22.72,$22.63,$22.72,56.74,C,B-,N/A,B+,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ADFI,Anfield Dynamic Fixed Income ETF,Bond,"$22,122,300",0.89%,"15,550",$8.22,-0.60%,No,False,0.43%,1.18%,3.57%,-4.73%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2020-08-18,1.73%,N/A,$0.24,2023-10-17,$0.02,2.87%,0.00,0.24,9,99.99%,40%,20%,1099,$7.99,$8.27,$8.18,$8.26,52.53,C+,C,N/A,C+,C+,N/A,5.93,35.78%,37.63%,198.8,3.22%,1.30%
BSJT,Invesco BulletShares 2029 High Yield Corporate Bond ETF,Bond,"$22,053,900",6.09%,"8,205",$20.00,-0.84%,No,False,0.23%,2.53%,9.89%,N/A,N/A,"$1,986,500.00","$1,986,500.00","$1,986,500.00","$1,986,500.00","$1,986,500.00","$1,986,500.00",High Yield Bonds,2021-09-15,0.42%,N/A,$1.28,2023-10-23,$0.11,6.41%,0.00,0.57,301,13.09%,40%,20%,1099,$19.03,$20.29,$19.94,$20.11,57.18,C,B,N/A,C,A-,N/A,5.64,82.34%,31.95%,273.36,5.03%,3.71%
BSJU,Invesco BulletShares 2030 High Yield Corporate Bond ETF,Bond,"$21,845,700",6.04%,"10,903",$24.20,-0.98%,No,False,0.07%,2.53%,10.26%,N/A,N/A,"$17,032,600.00","$7,256,400.00","$9,635,500.00","$17,032,600.00","$17,032,600.00","$17,032,600.00",High Yield Bonds,2022-09-08,0.42%,N/A,$1.85,2023-10-23,$0.15,7.64%,0.00,-0.82,124,22.23%,40%,20%,1099,$22.92,$24.59,$24.11,$24.37,56.51,N/A,A-,N/A,N/A,N/A,N/A,5.49,69.72%,30.16%,169.06,5.66%,3.91%
RHCB,BNY Mellon Responsible Horizons Corporate Bond ETF,Bond,"$21,771,000",0.74%,117,$43.30,-0.76%,No,False,0.37%,1.76%,5.40%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$49.90,$49.90,Corporate Bonds,2022-03-22,0.35%,N/A,$2.10,2023-11-01,$0.18,4.83%,0.00,-0.48,240,12.87%,40%,20%,1099,$41.80,$43.66,$43.30,$43.30,53.48,N/A,A-,N/A,N/A,N/A,N/A,7.08,96.14%,74.66%,91.01,3.83%,4.09%
LSST,Natixis Loomis Sayles Short Duration Income ETF,Bond,"$21,239,600",2.98%,"3,495",$23.57,-0.13%,No,False,0.04%,0.57%,4.75%,0.02%,2.09%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2017-12-27,0.35%,N/A,$0.85,2023-10-26,$0.08,3.58%,0.00,0.08,254,37.87%,40%,20%,1099,$23.37,$23.64,$23.55,$23.59,60.04,B-,B-,N/A,A,A,N/A,6.02,18.18%,39.52%,407.13,4.32%,0.92%
XHYE,BondBloxx USD High Yield Bond Energy Sector ETF,Bond,"$20,735,300",7.24%,"2,180",$37.47,-0.56%,No,False,-0.29%,1.78%,9.96%,N/A,N/A,"$15,125,045.00",$0.00,$0.00,"$15,125,045.00","$15,134,245.00","$15,134,245.00",High Yield Bonds,2022-02-15,0.35%,N/A,$2.46,2023-11-01,$0.23,6.55%,0.00,0.49,241,13.02%,40%,20%,1099,$36.12,$37.96,$37.47,$37.47,56.41,B+,A-,N/A,N/A,N/A,N/A,5.25,39.22%,26.86%,604.65,0.47%,0.37%
FLTN,Rareview Inflation/Deflation ETF,Bond,"$20,623,200",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$6,457,238.00","$2,210,700.00","$2,210,700.00","$9,267,403.00","$23,396,310.50","$23,396,310.50",Government Bonds,2022-01-05,0.99%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,C,N/A,N/A,N/A,N/A,5.72,68.04%,33.99%,0.0,0.00%,0.00%
BRLN,BlackRock Floating Rate Loan ETF,N/A,"$20,623,200",10.66%,"2,648",$52.15,-0.17%,No,False,0.13%,0.91%,12.33%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2022-10-04,0.55%,N/A,$4.68,2023-11-01,$0.42,8.98%,0.00,0.36,342,20.12%,40%,20%,1099,$51.54,$52.34,$52.00,$52.30,60.04,C+,B+,N/A,N/A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EVHY,Eaton Vance High Yield ETF,N/A,"$20,452,000",N/A,N/A,$51.00,-0.70%,No,False,-0.06%,3.27%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-10-16,0.48%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,224,14.41%,40%,20%,1099,N/A,N/A,$50.96,$51.07,"",N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EVIM,Eaton Vance Intermediate Municipal Income ETF,N/A,"$20,308,000",N/A,N/A,$50.78,-0.10%,No,False,0.87%,1.60%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-10-16,0.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,38,46.50%,40%,20%,1099,N/A,N/A,$50.78,$50.78,"",N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FUSI,American Century Multisector Floating Income ETF,N/A,"$20,132,800",N/A,"1,123",$50.59,0.06%,No,False,0.12%,0.60%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-03-14,0.27%,N/A,$1.95,2023-11-01,$0.28,3.87%,0.00,0.00,78,42.32%,40%,20%,1099,$50.38,$50.61,$50.58,$50.62,78.39,C+,A-,N/A,A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EVSB,Eaton Vance Ultra-Short Income ETF,N/A,"$20,088,000",N/A,N/A,$50.27,0.02%,No,False,0.14%,0.46%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-10-16,0.17%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,85,40.81%,40%,20%,1099,N/A,N/A,$50.27,$50.27,"",N/A,A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CALY,BlackRock Short-Term California Muni Bond ETF,N/A,"$19,945,900",N/A,0,$49.91,0.08%,No,False,0.29%,0.65%,N/A,N/A,N/A,"$2,489,650.00","$2,489,650.00","$2,489,650.00","$2,489,650.00","$2,489,650.00","$2,489,650.00",N/A,2023-07-11,0.20%,N/A,$0.44,2023-11-01,$0.13,0.88%,N/A,N/A,39,48.17%,40%,20%,1099,$49.52,$49.91,$49.89,$49.94,71.58,C,A-,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BBSA,JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF,Bond,"$19,930,000",1.78%,"3,823",$46.76,-0.30%,No,False,0.02%,0.72%,3.24%,-1.74%,N/A,"$4,666,000.00",$0.00,"$4,666,000.00","$4,666,000.00","$4,666,000.00","$4,666,000.00",Total Bond Market,2019-03-12,0.05%,N/A,$1.27,2023-11-01,$0.10,2.72%,0.00,0.05,500,25.90%,40%,20%,1099,$46.15,$47.01,$46.72,$46.86,55.89,C+,A,N/A,A-,B-,N/A,6.15,70.52%,42.57%,193.97,2.04%,0.83%
XCCC,BondBloxx CCC-Rated USD High Yield Corporate Bond ETF,Bond,"$19,903,400",9.67%,"7,912",$36.22,-0.55%,No,False,0.25%,0.15%,12.54%,N/A,N/A,"$12,914,935.00",$0.00,"$5,415,150.00","$11,055,045.00","$12,952,605.00","$12,952,605.00",High Yield Bonds,2022-05-26,0.40%,N/A,$4.39,2023-11-01,$0.30,12.14%,0.00,0.69,223,15.98%,40%,20%,1099,$35.56,$36.55,$36.04,$36.46,48.91,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GMUN,Goldman Sachs Community Municipal Bond ETF,Bond,"$19,556,000",N/A,"2,203",$48.90,-0.12%,No,False,0.86%,1.56%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,National Munis,2023-03-07,0.15%,N/A,$0.89,2023-11-01,$0.13,1.82%,0.00,0.00,312,6.24%,40%,20%,1099,$47.89,$48.96,$48.89,$48.90,59.43,N/A,A-,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RTAI,Rareview Tax Advantaged Income ETF,Bond,"$18,408,000",-6.93%,"1,576",$18.69,-0.90%,No,False,2.59%,4.71%,1.97%,-6.17%,N/A,"-$1,262,800.00",$0.00,"-$1,262,800.00","-$1,262,800.00","-$1,262,800.00","-$1,262,800.00",National Munis,2020-10-21,2.76%,N/A,$0.64,2023-11-02,$0.07,3.44%,0.00,0.53,11,98.97%,40%,20%,1099,$16.89,$18.95,$18.69,$18.69,57.79,C,C,N/A,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBHH,iShares iBonds 2028 Term High Yield and Income ETF,Bond,"$17,727,500",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$4,420,030.00",$0.00,$0.00,"$6,654,650.00","$8,896,840.00","$8,896,840.00",High Yield Bonds,2022-03-08,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,336,10.43%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,A,N/A,N/A,N/A,N/A,5.16,27.06%,25.66%,275.4,7.02%,3.15%
SMI,VanEck HIP Sustainable Muni ETF,Bond,"$17,706,700",-0.85%,909,$44.04,-0.32%,No,False,1.17%,1.90%,3.02%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,National Munis,2021-09-08,0.24%,N/A,$0.92,2023-11-01,$0.06,2.08%,0.00,0.24,36,40.53%,40%,20%,1099,$42.65,$44.20,$44.04,$44.05,55.22,C,B,N/A,B,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MINN,Mairs & Power Minnesota Municipal Bond ETF,Bond,"$17,317,600",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,National Munis,2021-03-11,0.25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96,21.93%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ULTR,IQ Ultra Short Duration ETF,Bond,"$16,678,300",4.13%,"1,582",$47.61,-0.06%,No,False,0.04%,0.59%,5.22%,1.20%,N/A,"-$2,384,519.00",$0.00,"-$2,384,519.00","-$2,384,519.00","-$2,384,519.00","-$2,384,519.00",Total Bond Market,2019-07-31,0.25%,N/A,$2.11,2023-11-01,$0.21,4.43%,0.00,0.07,55,59.29%,40%,20%,1099,$47.35,$47.69,$47.60,$47.62,60.30,B,B+,N/A,A-,B,N/A,5.99,16.67%,38.79%,281.79,6.24%,0.51%
BAMU,Brookstone Ultra-Short Bond ETF,N/A,"$16,341,000",N/A,N/A,$25.17,0.04%,No,False,0.05%,0.44%,N/A,N/A,N/A,"$15,804,200.00",$0.00,"$14,301,200.00","$15,804,200.00","$15,804,200.00","$15,804,200.00",N/A,2023-09-27,1.09%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$25.07,$25.17,N/A,N/A,89.20,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBMR,iShares iBonds Dec 2029 Term Muni Bond ETF,N/A,"$15,726,100",N/A,"13,073",$24.20,-0.17%,No,False,1.36%,2.40%,N/A,N/A,N/A,"$13,272,985.00","$7,231,730.00","$9,598,635.00","$13,272,985.00","$13,272,985.00","$13,272,985.00",N/A,2023-05-09,0.18%,N/A,$0.24,2023-11-01,$0.05,1.00%,N/A,N/A,202,36.44%,40%,20%,1099,$23.47,$24.23,N/A,N/A,61.00,B+,A,N/A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KHYB,KraneShares Asia Pacific High Income Bond ETF,Bond,"$14,938,000",-1.32%,"2,630",$24.88,-0.20%,No,False,0.65%,1.32%,12.75%,-8.20%,-2.88%,"-$3,122.28","-$1,162.40",-$462.50,"-$3,122.28","-$5,601.12","-$5,601.12",High Yield Bonds,2018-06-28,0.69%,N/A,$2.46,2023-10-27,$0.16,9.88%,0.00,0.14,61,31.81%,40%,20%,1099,$24.39,$24.92,$24.87,$24.89,60.21,C+,C,C,B,A+,N/A,5.27,88.10%,27.24%,465.47,14.20%,4.13%
BSCX,Invesco BulletShares 2033 Corporate Bond ETF,N/A,"$14,840,300",N/A,N/A,$19.63,-0.86%,No,False,0.34%,2.08%,N/A,N/A,N/A,"$8,839,050.00","$5,855,700.00","$5,855,700.00","$8,839,050.00","$8,839,050.00","$8,839,050.00",N/A,2023-09-20,0.10%,N/A,$0.09,2023-10-23,$0.09,0.46%,N/A,N/A,219,12.66%,40%,20%,1099,$18.81,$19.88,$19.57,$19.73,50.70,N/A,A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
